Sites (BDGP5.78),Priori Knowledge,UMAP-1,UMAP-2,K-Means,GMM,Agglomerative (complete),Agglomerative (ward),BIRCH,Spectral Clustering,Louvain,Leiden,OPTICS,DBSCAN,HDBSCAN,HDBSCAN (soft clustering)
2L@812274@+,Type I,9.6783085,6.6162233,1,0,1,0,0,0,0,0,0,0,1,1
2L@8126270@-,Type I,7.160058,9.54796,0,1,0,1,1,0,0,0,0,0,1,1
2L@812719@+,Type I,8.139478,6.0251417,1,0,1,0,0,0,0,0,0,0,1,1
2L@8133345@+,Type I,7.4996057,9.882854,0,1,0,1,1,0,0,0,0,0,1,1
2L@8134653@-,Type I,7.9052186,7.8767815,1,0,1,0,0,0,0,0,0,0,1,1
2L@814125@-,Type I,6.0759406,7.7812247,0,0,0,1,1,0,0,0,0,0,1,1
2L@8161284@+,Type I,7.8497453,9.924327,0,1,0,1,1,0,0,0,0,0,1,1
2L@8192594@-,Type I,10.212262,7.643817,1,1,1,0,0,0,0,0,0,0,1,1
2L@8196624@-,Type I,9.475126,7.8251495,1,1,1,0,0,0,0,0,0,0,1,1
2L@8197898@+,Type I,10.264094,7.177912,1,1,1,0,0,0,0,0,0,0,1,1
2L@8198664@+,Type I,9.452019,8.681945,1,1,1,0,0,0,0,0,0,0,1,1
2L@820282@+,Type I,9.721969,9.181838,1,1,1,0,0,0,0,0,0,0,1,1
2L@820357@+,Type I,10.6486,7.9077063,1,1,1,0,0,0,0,0,0,0,1,1
2L@8213437@+,Type I,9.523382,8.452752,1,1,1,0,0,0,0,0,0,0,1,1
2L@8219700@-,Type I,6.314514,8.990436,0,0,0,1,1,0,0,0,0,0,1,1
2L@823087@+,Type I,8.086494,5.539325,1,0,1,0,0,0,0,0,0,0,1,1
2L@8260934@-,Type II,3.7001615,8.922246,0,0,0,1,1,1,1,1,1,1,0,0
2L@8261830@-,Type I,7.3412213,5.8747926,1,0,1,0,0,0,0,0,0,0,1,1
2L@8298264@-,Type I,9.348132,8.180589,1,1,1,0,0,0,0,0,0,0,1,1
2L@8307252@-,Type I,9.712131,7.3474965,1,1,1,0,0,0,0,0,0,0,1,1
2L@8307304@-,Type I,7.622433,7.609192,1,0,0,0,0,0,0,0,0,0,1,1
2L@8310184@-,Type I,7.339258,9.649433,0,1,0,1,1,0,0,0,0,0,1,1
2L@831032@+,Type I,10.160561,6.4934897,1,0,1,0,0,0,0,0,0,0,1,1
2L@8310822@-,Type I,7.4391074,9.021997,0,1,0,1,1,0,0,0,0,0,1,1
2L@8313250@+,Type I,9.741373,8.706877,1,1,1,0,0,0,0,0,0,0,1,1
2L@8313916@+,Type I,10.217856,6.424153,1,0,1,0,0,0,0,0,0,0,1,1
2L@8316412@+,Type I,10.079801,7.7812634,1,1,1,0,0,0,0,0,0,0,1,1
2L@836769@-,Type I,4.47635,8.091156,0,0,0,1,1,1,0,0,-1,1,0,0
2L@8373131@+,Type I,7.560189,8.634571,0,1,0,1,0,0,0,0,0,0,1,1
2L@837377@-,Type I,7.790771,8.002483,1,0,0,0,0,0,0,0,0,0,1,1
2L@8375276@+,Type I,8.384719,8.368675,1,1,1,0,0,0,0,0,0,0,1,1
2L@8382187@-,Type II,3.9556677,8.435398,0,0,0,1,1,1,1,1,1,1,0,0
2L@8386304@+,Type I,8.059198,7.916432,1,1,1,0,0,0,0,0,0,0,1,1
2L@8390510@-,Type II,4.2174873,8.391431,0,0,0,1,1,1,1,1,1,1,0,0
2L@8400484@+,Type I,10.004142,9.347866,1,1,1,0,0,0,0,0,0,0,1,1
2L@8404286@+,Type I,9.396284,6.2529716,1,0,1,0,0,0,0,0,0,0,1,1
2L@8404770@+,Type I,9.432907,8.600848,1,1,1,0,0,0,0,0,0,0,1,1
2L@8406537@+,Type I,10.005397,8.649713,1,1,1,0,0,0,0,0,0,0,1,1
2L@8409392@-,Type I,6.7287745,6.1909943,0,0,1,0,0,0,0,0,0,0,1,1
2L@8414276@-,Type I,8.279244,9.142211,1,1,0,1,0,0,0,0,0,0,1,1
2L@8434474@-,Type I,7.806818,7.3762407,1,0,1,0,0,0,0,0,0,0,1,1
2L@8439941@+,Type I,10.624709,8.203526,1,1,1,0,0,0,0,0,0,0,1,1
2L@8445313@+,Type I,6.797301,9.010069,0,0,0,1,1,0,0,0,0,0,1,1
2L@8450291@-,Type I,8.8094425,6.2865005,1,0,1,0,0,0,0,0,0,0,1,1
2L@8464743@+,Type I,8.22812,6.399616,1,0,1,0,0,0,0,0,0,0,1,1
2L@8509731@-,Type I,6.192358,9.26504,0,0,0,1,1,0,0,0,0,0,1,1
2L@8512440@-,Type I,6.7860227,8.289635,0,0,0,1,1,0,0,0,0,0,1,1
2L@8517216@-,Type I,9.025038,8.151698,1,1,1,0,0,0,0,0,0,0,1,1
2L@8517875@+,Type I,8.405981,6.988621,1,0,1,0,0,0,0,0,0,0,1,1
2L@8517966@+,Type I,8.0963125,6.1462145,1,0,1,0,0,0,0,0,0,0,1,1
2L@8518115@+,Type I,8.940665,8.04529,1,1,1,0,0,0,0,0,0,0,1,1
2L@8518549@+,Type I,6.033536,8.159243,0,0,0,1,1,0,0,0,0,0,1,1
2L@852271@-,Type I,9.122578,8.165166,1,1,1,0,0,0,0,0,0,0,1,1
2L@852569@-,Type I,8.199416,5.787296,1,0,1,0,0,0,0,0,0,0,1,1
2L@8527780@-,Type II,3.815636,8.774357,0,0,0,1,1,1,1,1,1,1,0,0
2L@8527828@-,Type I,7.9237204,7.7983527,1,0,1,0,0,0,0,0,0,0,1,1
2L@8541041@+,Type I,5.6195903,7.976527,0,0,0,1,1,0,0,0,-1,0,-1,0
2L@854109@+,Type I,8.42031,6.919642,1,0,1,0,0,0,0,0,0,0,1,1
2L@854207@+,Type I,7.699418,7.713015,1,0,0,0,0,0,0,0,0,0,1,1
2L@854270@+,Type I,8.27178,8.891945,1,1,0,1,0,0,0,0,0,0,1,1
2L@862805@-,Type I,5.643574,8.447806,0,0,0,1,1,0,0,0,0,0,1,1
2L@864459@-,Type I,7.5238333,5.8242235,1,0,1,0,0,0,0,0,0,0,1,1
2L@8662594@+,Type I,7.5651107,9.691769,0,1,0,1,1,0,0,0,0,0,1,1
2L@8674262@+,Type II,4.4587893,8.524931,0,0,0,1,1,1,1,1,1,1,0,0
2L@8685734@-,Type I,8.917746,9.249485,1,1,1,0,0,0,0,0,0,0,1,1
2L@8688347@-,Type I,8.035596,6.569837,1,0,1,0,0,0,0,0,0,0,1,1
2L@8710892@-,Type I,9.311821,8.529408,1,1,1,0,0,0,0,0,0,0,1,1
2L@8711107@-,Type I,6.2349916,9.111031,0,0,0,1,1,0,0,0,0,0,1,1
2L@8712165@-,Type I,6.1338687,8.291838,0,0,0,1,1,0,0,0,0,0,1,1
2L@873085@+,Type II,4.6643424,9.028286,0,0,0,1,1,1,1,1,1,1,0,0
2L@875776@+,Type II,3.697174,8.708609,0,0,0,1,1,1,1,1,1,1,0,0
2L@8775539@-,Type II,3.9494116,8.672167,0,0,0,1,1,1,1,1,1,1,0,0
2L@8941440@-,Type I,10.497327,8.461022,1,1,1,0,0,0,0,0,0,0,1,1
2L@8942219@-,Type I,7.536174,8.081587,0,0,0,0,0,0,0,0,0,0,1,1
2L@8944592@-,Type I,6.1598196,9.097947,0,0,0,1,1,0,0,0,0,0,1,1
2L@8978206@-,Type I,9.986646,7.4905415,1,1,1,0,0,0,0,0,0,0,1,1
2L@8978914@-,Type I,8.559491,5.708681,1,0,1,0,0,0,0,0,0,0,-1,1
2L@8980105@-,Type I,10.039724,9.132057,1,1,1,0,0,0,0,0,0,0,1,1
2L@8998324@+,Type I,6.3235297,9.68136,0,0,0,1,1,0,0,0,0,0,1,1
2L@9166247@-,Type I,9.835949,8.047537,1,1,1,0,0,0,0,0,0,0,1,1
2L@9235190@+,Type I,7.498224,5.6553254,1,0,1,0,0,0,0,0,0,0,1,1
2L@9243688@+,Type I,7.0030065,9.75328,0,1,0,1,1,0,0,0,0,0,1,1
2L@9252678@-,Type I,9.247628,7.7662115,1,1,1,0,0,0,0,0,0,0,1,1
2L@9252882@-,Type I,5.4487696,7.558719,0,0,0,1,1,0,0,0,-1,-1,-1,0
2L@9387879@+,Type II,4.226858,8.60769,0,0,0,1,1,1,1,1,1,1,0,0
2L@9430209@-,Type I,8.399041,7.278026,1,0,1,0,0,0,0,0,0,0,1,1
2L@9431823@+,Type I,7.224564,9.936336,0,1,0,1,1,0,0,0,0,0,1,1
2L@9431824@+,Type I,6.9807286,6.291882,1,0,1,0,0,0,0,0,0,0,1,1
2L@9432948@+,Type I,7.8596826,9.170848,0,1,0,1,0,0,0,0,0,0,1,1
2L@9432979@+,Type I,8.689136,5.897199,1,0,1,0,0,0,0,0,0,0,1,1
2L@9491892@-,Type I,10.0714445,9.224795,1,1,1,0,0,0,0,0,0,0,1,1
2L@9504069@+,Type I,8.713441,9.95184,1,1,0,1,0,0,0,0,0,0,1,1
2L@9504264@+,Type I,7.7652225,6.1519675,1,0,1,0,0,0,0,0,0,0,1,1
2L@9515486@+,Type I,7.205877,8.563998,0,0,0,1,1,0,0,0,0,0,1,1
2L@9535076@+,Type I,9.787177,8.48399,1,1,1,0,0,0,0,0,0,0,1,1
2L@9535111@+,Type I,9.021868,8.79046,1,1,1,0,0,0,0,0,0,0,1,1
2L@9535131@+,Type I,7.1358624,9.673302,0,1,0,1,1,0,0,0,0,0,1,1
2L@9535342@+,Type I,8.37076,6.690853,1,0,1,0,0,0,0,0,0,0,1,1
2L@9536298@+,Type I,7.6744413,5.9398093,1,0,1,0,0,0,0,0,0,0,1,1
2L@9572467@+,Type I,9.995081,6.89149,1,1,1,0,0,0,0,0,0,0,1,1
2L@9574202@-,Type I,8.801232,8.833615,1,1,1,0,0,0,0,0,0,0,1,1
2L@9574304@-,Type I,9.166701,6.5942054,1,0,1,0,0,0,0,0,0,0,1,1
2L@9697444@-,Type I,6.4740243,6.883321,0,0,1,0,1,0,1,1,0,0,1,1
2L@9700247@+,Type I,8.121064,6.552862,1,0,1,0,0,0,0,0,0,0,1,1
2L@9710051@-,Type I,6.72602,8.007479,0,0,0,1,1,0,0,0,0,0,1,1
2L@9710221@-,Type I,9.582407,7.8914137,1,1,1,0,0,0,0,0,0,0,1,1
2L@9710397@-,Type I,9.899564,8.613531,1,1,1,0,0,0,0,0,0,0,1,1
2L@9764032@+,Type I,10.370647,7.682459,1,1,1,0,0,0,0,0,0,0,1,1
2L@9788787@-,Type I,8.194696,6.852108,1,0,1,0,0,0,0,0,0,0,1,1
2L@9789548@-,Type I,6.8643503,9.223312,0,0,0,1,1,0,0,0,0,0,1,1
2L@9890574@-,Type I,7.952957,8.408462,1,1,0,1,0,0,0,0,0,0,1,1
2L@98909@+,Type I,7.6524935,8.389266,0,1,0,1,0,0,0,0,0,0,1,1
2L@9891140@+,Type I,6.1702747,8.5645075,0,0,0,1,1,0,0,0,0,0,1,1
2L@9893059@-,Type I,7.4547734,9.680696,0,1,0,1,1,0,0,0,0,0,1,1
2L@9893130@-,Type I,6.9271407,6.6122227,0,0,1,0,0,0,0,0,0,0,1,1
2L@9895597@+,Type I,7.3762717,8.412309,0,0,0,1,0,0,0,0,0,0,1,1
2L@9896031@+,Type I,10.561793,7.3761177,1,1,1,0,0,0,0,0,0,0,1,1
2L@9904043@-,Type I,7.1353607,8.302112,0,0,0,1,1,0,0,0,0,0,1,1
2L@9911214@-,Type I,7.185397,7.583585,0,0,1,0,0,0,0,0,0,0,1,1
2L@9913913@+,Type I,9.858177,8.596191,1,1,1,0,0,0,0,0,0,0,1,1
2L@9938362@-,Type II,4.367967,8.609872,0,0,0,1,1,1,1,1,1,1,0,0
2L@9940008@+,Type I,6.788149,10.133671,0,1,0,1,1,0,0,0,0,0,1,1
2L@9955208@+,Type I,10.177031,6.6507883,1,0,1,0,0,0,0,0,0,0,1,1
2L@9956491@-,Type I,7.0812583,7.1693196,0,0,1,0,0,0,0,0,0,0,1,1
2L@9958118@+,Type I,9.784753,6.925257,1,1,1,0,0,0,0,0,0,0,1,1
2L@9958163@+,Type I,10.612151,8.525321,1,1,1,0,0,0,0,0,0,0,1,1
2L@9958755@+,Type I,8.816973,8.37649,1,1,1,0,0,0,0,0,0,0,1,1
2L@9961166@-,Type I,10.447068,8.257984,1,1,1,0,0,0,0,0,0,0,1,1
2L@9961204@-,Type II,4.5143948,8.695765,0,0,0,1,1,1,1,1,1,1,0,0
2L@9962778@-,Type II,4.365168,8.739136,0,0,0,1,1,1,1,1,1,1,0,0
2L@9965548@-,Type I,8.5734415,7.2012925,1,1,1,0,0,0,0,0,0,0,1,1
2L@9967702@+,Type I,7.7557535,5.955689,1,0,1,0,0,0,0,0,0,0,1,1
2L@9996275@-,Type I,7.031247,9.967482,0,1,0,1,1,0,0,0,0,0,1,1
2L@9998468@-,Type I,8.832255,7.4918118,1,1,1,0,0,0,0,0,0,0,1,1
2LHet@32600@-,Type I,6.3709993,9.747546,0,0,0,1,1,0,0,0,0,0,1,1
2R@10037774@-,Type I,9.929658,6.803544,1,1,1,0,0,0,0,0,0,0,1,1
2R@10039204@-,Type I,5.7217755,9.243105,0,0,0,1,1,0,0,0,0,0,1,1
2R@10041450@+,Type I,9.571223,8.108431,1,1,1,0,0,0,0,0,0,0,1,1
2R@10042127@+,Type I,10.140975,6.325748,1,0,1,0,0,0,0,0,0,0,1,1
2R@10044730@-,Type I,9.879562,8.877892,1,1,1,0,0,0,0,0,0,0,1,1
2R@10046489@+,Type I,7.0144906,6.778664,0,0,1,0,0,0,0,0,0,0,1,1
2R@10048175@-,Type I,6.931866,9.862266,0,1,0,1,1,0,0,0,0,0,1,1
2R@10124047@-,Type I,10.082821,6.625081,1,0,1,0,0,0,0,0,0,0,1,1
2R@10124633@-,Type I,8.14342,6.242551,1,0,1,0,0,0,0,0,0,0,1,1
2R@10126046@-,Type I,7.1411414,10.013617,0,1,0,1,1,0,0,0,0,0,1,1
2R@10128196@+,Type I,8.2282505,7.6893673,1,1,1,0,0,0,0,0,0,0,1,1
2R@10128733@+,Type I,6.099922,8.675383,0,0,0,1,1,0,0,0,0,0,1,1
2R@10133455@+,Type I,7.134956,9.433968,0,1,0,1,1,0,0,0,0,0,1,1
2R@10140768@-,Type I,7.717282,9.839896,0,1,0,1,1,0,0,0,0,0,1,1
2R@10156406@-,Type I,8.187191,10.040486,0,1,0,1,0,0,0,0,0,0,1,1
2R@10157013@-,Type I,6.5910163,9.844749,0,0,0,1,1,0,0,0,0,0,1,1
2R@10188960@-,Type I,7.54346,10.189416,0,1,0,1,1,0,0,0,0,0,1,1
2R@10240592@+,Type I,3.918386,8.549952,0,0,0,1,1,1,1,1,1,1,0,0
2R@10250042@+,Type I,9.059349,7.5805225,1,1,1,0,0,0,0,0,0,0,1,1
2R@10252175@+,Type I,8.754521,8.196254,1,1,1,0,0,0,0,0,0,0,1,1
2R@10252843@+,Type I,7.540122,5.942808,1,0,1,0,0,0,0,0,0,0,1,1
2R@10298385@-,Type I,10.277458,8.918167,1,1,1,0,0,0,0,0,0,0,1,1
2R@10298402@-,Type II,3.7898402,8.710658,0,0,0,1,1,1,1,1,1,1,0,0
2R@10298411@-,Type I,8.057114,8.602127,1,1,0,0,0,0,0,0,0,0,1,1
2R@10298893@-,Type I,9.463616,6.4499626,1,0,1,0,0,0,0,0,0,0,1,1
2R@10383384@+,Type I,7.4237604,5.7516775,1,0,1,0,0,0,0,0,0,0,1,1
2R@10383534@+,Type I,9.427871,7.001861,1,1,1,0,0,0,0,0,0,0,1,1
2R@10383806@+,Type I,9.80518,6.6463056,1,0,1,0,0,0,0,0,0,0,1,1
2R@10390106@-,Type I,8.123525,6.1213684,1,0,1,0,0,0,0,0,0,0,1,1
2R@10390720@-,Type I,10.097377,8.799732,1,1,1,0,0,0,0,0,0,0,1,1
2R@10397936@+,Type I,7.0852323,8.150081,0,0,0,1,1,0,0,0,0,0,1,1
2R@10398700@+,Type I,8.635566,6.621368,1,0,1,0,0,0,0,0,0,0,1,1
2R@10440546@+,Type I,10.3690605,7.128613,1,1,1,0,0,0,0,0,0,0,1,1
2R@10470486@+,Type I,7.782101,6.1383395,1,0,1,0,0,0,0,0,0,0,1,1
2R@10471474@+,Type I,9.595051,9.090379,1,1,1,0,0,0,0,0,0,0,1,1
2R@10482608@+,Type I,9.735397,7.419321,1,1,1,0,0,0,0,0,0,0,1,1
2R@10483743@-,Type I,10.045535,8.074629,1,1,1,0,0,0,0,0,0,0,1,1
2R@10484909@-,Type I,9.693549,7.30093,1,1,1,0,0,0,0,0,0,0,1,1
2R@10485748@-,Type I,9.861805,8.4877205,1,1,1,0,0,0,0,0,0,0,1,1
2R@10489045@+,Type I,7.1107907,6.195961,1,0,1,0,0,0,0,0,0,0,1,1
2R@10492332@-,Type I,8.538463,8.971725,1,1,0,0,0,0,0,0,0,0,1,1
2R@10495277@-,Type I,9.204738,6.1974893,1,0,1,0,0,0,0,0,0,0,1,1
2R@10495499@-,Type II,3.8993216,8.6674185,0,0,0,1,1,1,1,1,1,1,0,0
2R@10495630@-,Type I,8.690775,7.0719585,1,1,1,0,0,0,0,0,0,0,1,1
2R@10496514@-,Type II,5.046581,8.363565,0,0,0,1,1,1,0,0,-1,1,0,0
2R@10502009@-,Type I,6.5809603,6.3778014,0,0,1,0,0,0,0,0,0,0,1,1
2R@10503525@-,Type I,9.4018755,7.5666156,1,1,1,0,0,0,0,0,0,0,1,1
2R@10503796@-,Type I,8.596289,6.475836,1,0,1,0,0,0,0,0,0,0,1,1
2R@10504936@-,Type I,6.6138434,8.764647,0,0,0,1,1,0,0,0,0,0,1,1
2R@10562510@-,Type I,6.777866,6.470677,0,0,1,0,0,0,0,0,0,0,1,1
2R@10649082@-,Type I,5.986357,9.068517,0,0,0,1,1,0,0,0,0,0,1,1
2R@10736618@-,Type I,8.919744,7.703272,1,1,1,0,0,0,0,0,0,0,1,1
2R@10738653@-,Type I,10.228569,8.444495,1,1,1,0,0,0,0,0,0,0,1,1
2R@10739339@-,Type I,10.850574,7.6347537,1,1,1,0,0,0,0,0,0,0,1,1
2R@10743947@+,Type II,4.3799615,8.347337,0,0,0,1,1,1,1,1,1,1,0,0
2R@10744032@+,Type I,8.439903,6.116167,1,0,1,0,0,0,0,0,0,0,1,1
2R@10744556@+,Type I,6.056321,9.072724,0,0,0,1,1,0,0,0,0,0,1,1
2R@10746879@-,Type I,5.940037,9.4962225,0,0,0,1,1,0,0,0,0,0,1,1
2R@10749099@-,Type I,7.453795,6.8579226,1,0,1,0,0,0,0,0,0,0,1,1
2R@10749921@-,Type I,6.562133,6.7175193,0,0,1,0,0,0,0,0,0,0,1,1
2R@10751228@-,Type I,7.6292315,8.824238,0,1,0,1,0,0,0,0,0,0,1,1
2R@10752042@-,Type I,7.3208685,7.7248383,0,0,0,0,0,0,0,0,0,0,1,1
2R@10752238@-,Type I,8.096896,6.839517,1,0,1,0,0,0,0,0,0,0,1,1
2R@10754809@-,Type I,10.586528,7.1615167,1,1,1,0,0,0,0,0,0,0,1,1
2R@10759200@+,Type I,10.432686,6.8635197,1,0,1,0,0,0,0,0,0,0,1,1
2R@10759283@+,Type I,8.509162,6.7166877,1,0,1,0,0,0,0,0,0,0,1,1
2R@10760013@+,Type I,7.4348865,8.04674,0,0,0,0,0,0,0,0,0,0,1,1
2R@10765493@+,Type I,7.5256844,9.752708,0,1,0,1,1,0,0,0,0,0,1,1
2R@10765727@+,Type I,10.669985,6.9708977,1,0,1,0,0,0,0,0,0,0,1,1
2R@10766464@+,Type I,7.0867057,7.951163,0,0,0,0,1,0,0,0,0,0,1,1
2R@10823505@+,Type I,7.605129,6.5522537,1,0,1,0,0,0,0,0,0,0,1,1
2R@10877762@+,Type I,8.2596,6.3360715,1,0,1,0,0,0,0,0,0,0,1,1
2R@10878519@+,Type I,8.007377,7.22461,1,0,1,0,0,0,0,0,0,0,1,1
2R@10881174@-,Type I,7.3389645,7.804159,0,0,0,0,0,0,0,0,0,0,1,1
2R@11026256@+,Type I,8.330827,8.28883,1,1,1,0,0,0,0,0,0,0,1,1
2R@11026713@+,Type I,3.9591343,9.2246065,0,0,0,1,1,1,1,1,1,1,0,0
2R@11027166@+,Type I,10.122531,7.744742,1,1,1,0,0,0,0,0,0,0,1,1
2R@11027431@+,Type II,3.6948264,9.009112,0,0,0,1,1,1,1,1,1,1,0,0
2R@11027480@+,Type I,7.2156367,7.152454,1,0,1,0,0,0,0,0,0,0,1,1
2R@11030729@+,Type I,6.2555723,8.205676,0,0,0,1,1,0,0,0,0,0,1,1
2R@11033975@-,Type II,4.0863647,8.591264,0,0,0,1,1,1,1,1,1,1,0,0
2R@11094784@-,Type I,7.1313577,9.499578,0,1,0,1,1,0,0,0,0,0,1,1
2R@11099528@-,Type I,10.348788,8.45661,1,1,1,0,0,0,0,0,0,0,1,1
2R@11099650@-,Type I,9.336139,9.197635,1,1,1,0,0,0,0,0,0,0,1,1
2R@11100981@-,Type I,10.688252,8.406132,1,1,1,0,0,0,0,0,0,0,1,1
2R@11104246@+,Type I,7.1988335,9.852755,0,1,0,1,1,0,0,0,0,0,1,1
2R@11110288@+,Type I,8.016557,8.644668,1,1,0,0,0,0,0,0,0,0,1,1
2R@11151393@-,Type I,8.385355,8.280503,1,1,1,0,0,0,0,0,0,0,1,1
2R@11151516@-,Type I,9.478241,7.877248,1,1,1,0,0,0,0,0,0,0,1,1
2R@11153547@-,Type I,9.993812,7.550178,1,1,1,0,0,0,0,0,0,0,1,1
2R@11154860@-,Type I,6.431522,9.485351,0,0,0,1,1,0,0,0,0,0,1,1
2R@11162290@-,Type I,7.1921506,6.438062,1,0,1,0,0,0,0,0,0,0,1,1
2R@11200320@+,Type I,6.861194,7.7582664,0,0,0,0,1,0,0,0,0,0,1,1
2R@11202659@+,Type II,4.635897,8.748481,0,0,0,1,1,1,1,1,1,1,0,0
2R@11203407@+,Type II,3.968092,9.124733,0,0,0,1,1,1,1,1,1,1,0,0
2R@11203704@+,Type I,7.1985316,6.310977,1,0,1,0,0,0,0,0,0,0,1,1
2R@11207648@-,Type I,10.808856,8.178,1,1,1,0,0,0,0,0,0,0,1,1
2R@11208655@-,Type I,7.8144937,8.002202,1,0,0,0,0,0,0,0,0,0,1,1
2R@11209068@-,Type I,8.5804,9.4510765,1,1,0,1,0,0,0,0,0,0,1,1
2R@11258442@-,Type I,8.032876,6.4598923,1,0,1,0,0,0,0,0,0,0,1,1
2R@11264940@-,Type I,7.1540456,10.214336,0,1,0,1,1,0,0,0,0,0,1,1
2R@11265158@-,Type I,9.71159,8.085041,1,1,1,0,0,0,0,0,0,0,1,1
2R@11271219@+,Type I,7.841907,7.2263703,1,0,1,0,0,0,0,0,0,0,1,1
2R@11272062@+,Type I,8.335715,10.059905,0,1,0,1,0,0,0,0,0,0,1,1
2R@11304169@+,Type I,5.937249,8.413174,0,0,0,1,1,0,0,0,0,0,1,1
2R@11308234@+,Type II,3.8383355,8.236795,0,0,0,1,1,1,1,1,1,1,0,0
2R@11360692@-,Type I,7.925072,7.7405486,1,0,1,0,0,0,0,0,0,0,1,1
2R@11360957@-,Type I,8.658072,6.097405,1,0,1,0,0,0,0,0,0,0,1,1
2R@11361563@-,Type I,10.504112,8.201465,1,1,1,0,0,0,0,0,0,0,1,1
2R@11363754@-,Type I,7.6459813,9.526837,0,1,0,1,1,0,0,0,0,0,1,1
2R@11406008@-,Type I,8.029981,6.196642,1,0,1,0,0,0,0,0,0,0,1,1
2R@11407809@-,Type I,6.2528124,7.8670034,0,0,0,1,1,0,0,0,0,0,1,1
2R@11413823@-,Type I,7.0324616,8.914326,0,0,0,1,1,0,0,0,0,0,1,1
2R@11429605@+,Type I,9.254796,7.9698076,1,1,1,0,0,0,0,0,0,0,1,1
2R@11452101@-,Type I,8.088114,8.093481,1,1,0,0,0,0,0,0,0,0,1,1
2R@11458566@-,Type I,6.858617,9.705215,0,1,0,1,1,0,0,0,0,0,1,1
2R@11459888@+,Type I,6.967316,8.365941,0,0,0,1,1,0,0,0,0,0,1,1
2R@11460975@-,Type I,7.58207,6.6760983,1,0,1,0,0,0,0,0,0,0,1,1
2R@11548240@-,Type I,4.1659317,8.053457,0,0,0,1,1,1,0,0,1,1,0,0
2R@11550257@-,Type I,8.1077,6.566652,1,0,1,0,0,0,0,0,0,0,1,1
2R@11550500@-,Type I,6.823678,6.650403,0,0,1,0,0,0,0,0,0,0,1,1
2R@11551497@-,Type I,6.8626795,9.226625,0,0,0,1,1,0,0,0,0,0,1,1
2R@11565968@-,Type I,9.067254,6.848122,1,1,1,0,0,0,0,0,0,0,1,1
2R@11570697@+,Type I,8.196603,9.327741,1,1,0,1,0,0,0,0,0,0,1,1
2R@11570925@+,Type I,6.655229,7.9819,0,0,0,1,1,0,0,0,0,0,1,1
2R@11570999@+,Type I,9.970467,7.640925,1,1,1,0,0,0,0,0,0,0,1,1
2R@11571674@+,Type I,8.135116,8.488482,1,1,0,0,0,0,0,0,0,0,1,1
2R@11571727@+,Type I,7.074482,6.2629886,1,0,1,0,0,0,0,0,0,0,1,1
2R@11574114@+,Type I,6.520336,7.564656,0,0,0,1,1,0,0,0,0,0,1,1
2R@11740279@+,Type I,8.192303,6.0775676,1,0,1,0,0,0,0,0,0,0,1,1
2R@11752421@-,Type I,7.316605,6.383663,1,0,1,0,0,0,0,0,0,0,1,1
2R@11752810@-,Type I,9.730011,9.252969,1,1,1,0,0,0,0,0,0,0,1,1
2R@11754046@-,Type I,9.595234,7.540049,1,1,1,0,0,0,0,0,0,0,1,1
2R@11755091@-,Type I,7.0424805,9.05525,0,0,0,1,1,0,0,0,0,0,1,1
2R@11811064@-,Type I,8.698917,6.1243362,1,0,1,0,0,0,0,0,0,0,1,1
2R@11812194@-,Type I,8.594361,6.52023,1,0,1,0,0,0,0,0,0,0,1,1
2R@11843854@+,Type I,10.648277,7.290844,1,1,1,0,0,0,0,0,0,0,1,1
2R@11879492@-,Type I,6.586997,6.512252,0,0,1,0,0,0,0,0,0,0,1,1
2R@11879493@-,Type I,8.148794,9.760712,0,1,0,1,0,0,0,0,0,0,1,1
2R@11889545@+,Type I,6.59954,9.669454,0,0,0,1,1,0,0,0,0,0,1,1
2R@11889765@+,Type I,7.4417815,7.2724166,1,0,1,0,0,0,0,0,0,0,1,1
2R@11890652@+,Type I,6.8843293,6.639687,0,0,1,0,0,0,0,0,0,0,1,1
2R@11892108@+,Type I,8.406462,8.575829,1,1,1,0,0,0,0,0,0,0,1,1
2R@11898444@-,Type I,10.023736,7.7427726,1,1,1,0,0,0,0,0,0,0,1,1
2R@11899697@+,Type I,7.406633,9.090656,0,1,0,1,1,0,0,0,0,0,1,1
2R@11903089@+,Type I,8.857161,9.448238,1,1,1,0,0,0,0,0,0,0,1,1
2R@11903605@-,Type I,7.948376,8.067611,1,1,0,0,0,0,0,0,0,0,1,1
2R@11910735@+,Type I,9.5261965,8.424229,1,1,1,0,0,0,0,0,0,0,1,1
2R@11911882@+,Type I,10.376617,7.9730372,1,1,1,0,0,0,0,0,0,0,1,1
2R@11914488@-,Type II,4.352819,8.625866,0,0,0,1,1,1,1,1,1,1,0,0
2R@11935556@+,Type I,8.044942,6.1385026,1,0,1,0,0,0,0,0,0,0,1,1
2R@11935661@+,Type I,9.955216,7.7322745,1,1,1,0,0,0,0,0,0,0,1,1
2R@11946083@+,Type I,6.7745457,8.230681,0,0,0,1,1,0,0,0,0,0,1,1
2R@11971887@-,Type I,9.406104,7.189862,1,1,1,0,0,0,0,0,0,0,1,1
2R@11971984@-,Type I,9.47699,7.374976,1,1,1,0,0,0,0,0,0,0,1,1
2R@11972182@-,Type I,8.295228,9.488079,1,1,0,1,0,0,0,0,0,0,1,1
